Package,Name,Version,Architecture
com.huami.dyyy,DYYY,2.0-2,iphoneos-arm64e
com.huami.wcenhance,WCEnhance,1.0,iphoneos-arm64e
com.huami.wcnicknameavatarstyle,WCNicknameAvatarStyle,2.0-1,iphoneos-arm64e
